Lot Number,Chassis Number,Running Condition,Seller,Location,Model,Year,Kilometers,Engine,Gearbox,Date,Price
20950.0,WDCYR49E03X141381,True,1600veloce,"North Salem, New York 10560",Mercedes-Benz Gelandewagen,2003.0,88000.0,5.0L V8,5-Speed Automatic Transmission,2019-07-16,43750.0
17145.0,8R01C166900,True,Ty_Cary,"Mercer Island, Washington 98040",Ford Mustang 1967-1968,1968.0,22000.0,302ci V8,4-Speed Manual Gearbox,2019-03-18,11000.0
15914.0,194376S112973,True,SLGGR,"Topeka, Kansas 66614",Chevrolet Corvette C2,1966.0,72000.0,Numbers-Matching 427ci L72 V8,4-Speed Manual Transmission,2019-01-30,83000.0
12907.0,11304212019213,True,1967SL,"Springfield, Massachusetts 01101",Mercedes-Benz W113 SL,1967.0,75000.0,2.3L Inline-Six,Automatic Transmission,2018-10-04,64000.0
15615.0,WDCYR71E95X162164,True,Binky007,"Los Angeles, California 90049",Mercedes-Benz Gelandewagen,2005.0,69000.0,Supercharged 5.5-Liter V8,5-Speed Automatic Transmission,2019-01-17,56500.0
19033.0,,True,JWoodhouse,"Saskatoon, Saskatchewan, Canada",,,,No Engine Data Found,,2019-05-21,6100.0
15906.0,WP0AA2A80EK171960,True,PorscheRcr13,"Englewood, Colorado 80111",Porsche Cayman,2014.0,20445.0,2.7L Flat-Six,6-Speed Manual Transmission,2019-01-29,34250.0
20738.0,116612097,True,mikem.ckc,"Oakland, California 94601",Volkswagen Beetle,,9000.0,"1,600cc Flat-Four",4-Speed Manual Transaxle,2019-07-09,22000.0
14298.0,WP0AA0946EN462323,True,Redlich51,"Amelia, Ohio 45102",Porsche 944,1984.0,98000.0,2.5L Inline-Four,5-Speed Manual Transmission,2018-11-23,8356.0
16444.0,WP0AA0950GN154625,True,wnaegeli449,"Calverton, New York 11933",Porsche 944 Turbo,1986.0,35000.0,Turbocharged 2.5L Inline-Four,5-Speed Manual,2019-02-19,27500.0
19278.0,WMWRE33473TD64475,True,mnirips2,"Hampshire, Illinois 60140",Mini Modern,2003.0,83000.0,Supercharged 1.6L Inline-Four,6-Speed Manual,2019-05-28,8753.0
12791.0,6110919,True,dgclassiccars,"Piacenza, Italy",Fiat 500,1972.0,,499cc 2-Cylinder,4-Speed Manual,2018-10-01,8000.0
13883.0,WDBEA66E3PB837881,True,too_many_cars,"Davidsonville, Maryland 21035",Mercedes-Benz W124 E-Class,1993.0,136000.0,3.2L DOHC Inline-Six,Automatic Transmission,2018-11-08,11351.0
16469.0,ZFFYR51A7X0118880,True,jit.jayakumar,"Austin, Texas",Ferrari 360,1999.0,3000.0,3.6-Liter DOHC V8,6-Speed F1 Sequential Gearbox,2019-02-20,84502.0
18762.0,WAURD68D91A088545,True,TTZMatt,"Muncy, Pennsylvania 17756",Audi S4,2001.0,146000.0,Twin-Turbocharged 2.7L V6,6-Speed Manual Transmission,2019-05-13,11550.0
18028.0,HLS30-204639,True,jlenownnab,"Cincinnati, Ohio 45244",Datsun 280Z,1975.0,117000.0,2.8-Liter Straight-Six,5-Speed Manual Gearbox,2019-04-17,16539.0
18892.0,5UMBT93556LY52858,True,Dean_Laumbach,"Neptune, New Jersey 07753",BMW Z4 M Coupe,2006.0,104000.0,3.2-Liter S54 Inline-Six,6-Speed Manual Transmission,2019-05-16,17250.0
13314.0,YS3AL76L3R7000660,True,dna.autowholesale,"Moonachie, New Jersey 07074",Saab 900,1994.0,111000.0,Turbocharged 2.0L 16-Valve Inline-Four,3-Speed Automatic Transmission,2018-10-18,12500.0
16083.0,WP0AB2963MS410853,True,dgauto,"Flint, Michigan 48503",Porsche 964 911,1991.0,99000.0,3.6-Liter Flat-Six,4-Speed Tiptronic Transmission,2019-02-05,40000.0
14094.0,SALTW16463A808002,True,buyfromme74,"Lima, Ohio 45807",Land Rover Discovery,2003.0,173000.0,4.6-Liter V8,4-Speed Automatic Transmission,2018-11-15,10500.0
16836.0,WP0AF2A99GS195297,True,motorcar_collector,"Anaheim, California 92807",Porsche 991 911,2016.0,1850.0,500-Horsepower 4.0L Flat-Six,6-Speed Manual Transmission,2019-03-06,280000.0
18936.0,ZFFSG17A5H0072205,True,Dehner6,"Marietta, Georgia 30060",Ferrari Testarossa,1987.0,8000.0,4.9L 48v Flat-12,5-Speed Manual Gearbox,2019-05-17,110000.0
16434.0,1G1YY23P9P5119414,True,roadsters,"Houston, Texas 77063",Chevrolet Corvette C4,1993.0,21887.0,5.7-Liter LT1 V8,6-Speed Manual Transmission,2019-02-19,14000.0
20076.0,2W87K9N193548,True,tkro1781,"Pawlet, Vermont 05761",Pontiac Firebird,1979.0,48000.0,403ci Oldsmobile V8,3-Speed Automatic Transmission,2019-06-20,25000.0
18083.0,1FAFP48Y43F389188,True,Bennyshamoon,"Winnetka, California 91306",Ford Mustang SN95 1994-2004,2003.0,28000.0,Supercharged 4.6L V8,6-Speed Manual Transmission,2019-04-19,26900.0
19790.0,ZARBA5566K1064823,True,I_AUTOCARS.,"North Ridgeville, Ohio 44039",Alfa Romeo 105/115 Series Spider,1989.0,69000.0,2.0L Twin-Cam Inline-Four,5-Speed Manual Transmission,2019-06-12,12500.0
20884.0,WDBBA45C2FA031591,True,ksand22,"Winchester, Massachusetts 01890",Mercedes-Benz R107 SL,1985.0,102000.0,3.8-Liter M116 V8 w/Dual-Row Timing Chain,4-Speed Automatic Transmission,2019-07-15,14875.0
20074.0,WP0CA29923S651520,True,BlackSlacks,"Woodstock, Georgia 30188",Porsche 996 911,2003.0,57000.0,No Engine Data Found,6-Speed Manual Transaxle,2019-06-20,25000.0
15114.0,11102110085731,True,collectible-guy,"Atlanta, Georgia 30342",Mercedes-Benz W111 Coupe,1966.0,96000.0,Numbers-Matching 2.5L Inline-Six,4-Speed Manual Transmission,2018-12-24,35500.0
14770.0,100*384685,True,EDO,"Brescia, Italy",Fiat 500,1957.0,86000.0,Original 633cc Inline-Four,4-Speed Manual Transaxle,2018-12-11,45000.0
17404.0,CN21S184556,True,Giediprime,"Queen Creek, Arizona 85142",,1990.0,76000.0,Turbocharged 660cc Inline-Three,5-Speed Manual,2019-03-27,5850.0
20563.0,JN1CZ24H1MX503681,True,superkon,"Pooler, Georgia 31322",Nissan 300ZX,1991.0,107000.0,Twin-Turbocharged 3.0L DOHC V6,5-Speed Manual Gearbox,2019-07-03,10500.0
20305.0,WP0AC2992TS375423,True,Leica993,"New Albany, Ohio 43054",Porsche 993 911,1996.0,62000.0,Twin-Turbo 3.6L Flat-Six,6-Speed Manual Transaxle,2019-06-27,152000.0
16071.0,1Z37J5S401091,True,devortex,"San Bernardino, California 92407",Chevrolet Corvette C3,1975.0,144132.0,350ci V8 / Automatic Transmission,350ci V8 / Automatic Transmission,2019-02-05,8050.0
15465.0,WP0AA0948KN451321,True,ExoticrareKia,"San Diego, California 92110",Porsche 944,1989.0,38000.0,2.7L Inline-Four,5-Speed Manual,2019-01-11,15000.0
20927.0,302613,False,nobrakes,"Scottsdale, Arizona 85254",Porsche Longhood 911,1965.0,17000.0,2.0-Liter Flat-Six Included,,2019-07-16,39911.0
16489.0,J9M83AC118698,True,ajsjeeps,"Parsippany, New Jersey 07054",Jeep CJ-5,1979.0,143000.0,No Engine Data Found,4-Speed Manual Transmission,2019-02-20,19500.0
17142.0,9115600347,True,SportsPurposeGarage,"Livermore, California 94551",Porsche Impact Bumper 911,1975.0,60000.0,2.7L Flat-Six,5-Speed Manual,2019-03-18,169000.0
13475.0,WBSBL93424PN55623,True,Prokgawlak,"Scottsdale, Arizona 85260",BMW E46 M3,2004.0,168530.0,3.2-Liter S54 Inline-Six,Swapped 6-Speed Manual,2018-10-24,14050.0
16183.0,SALLDHMF7HA475138,True,LouBear,"Richmond, Virginia 23220",Land Rover Defender,1991.0,160.0,GEMS 4.0-Liter V8,ZF 4-Speed Automatic Transmission,2019-02-08,54500.0
18654.0,J8A17NN154440,True,schelmety772,"Los Angeles, California 90029",Jeep Cherokee,1978.0,,360 AMC V8 Engine,3-Speed Automatic,2019-05-09,14500.0
20127.0,107.023-12-004425,True,Premoto1,"Cincinnati, Ohio 45227",Mercedes-Benz R107 SL,1972.0,101000.0,3.5-Liter V8,4-Speed Automatic Transmission,2019-06-21,12500.0
15237.0,JN1AR5EF8BM240139,True,Brttshldr,"West Chester, Pennsylvania 19382",,2011.0,20000.0,Twin-Turbocharged 3.8-Liter V6,6-Speed Dual-Clutch Transmission,2018-12-28,50035.0
16284.0,WAUXU64B52N086233,True,sean.yao,"Cliffside Park, New Jersey 07010",,2002.0,178000.0,4.2-Liter V8,5-Speed Automatic Transmission,2019-02-12,7600.0
13388.0,WPOEB093XJSO70236,True,hvyd,"Toronto, Ontario",Porsche 930 Turbo,1988.0,9000.0,Rebuilt Turbocharged 3.3L Flat-Six,4-Speed Manual Transaxle,2018-10-22,75000.0
12986.0,WDBUH76J76A865276,True,hyacinth,"San Jose, California 95133",Mercedes-Benz E55 & E63 AMG Wagon,2006.0,85000.0,Supercharged 5.4-Liter V8,5-Speed Automatic Transmission,2018-10-08,32000.0
14798.0,SALDV2287RA934397,True,Dk97dk97,"La Grange, Kentucky 40031",Land Rover Defender,1994.0,160000.0,3.9-Liter V8,Rebuilt 5-Speed Manual,2018-12-12,57500.0
16614.0,WBAAA130XLEC65423,True,GAJ,"Phoenix, Arizona 85048",BMW E30,1990.0,255080.0,No Engine Data Found,5-Speed Manual Transmission,2019-02-26,19750.0
14943.0,1P3EW65G8YV604066,True,CardiffClassics,"Encinitas, California 92024",Plymouth Prowler,2000.0,3704.0,3.5L V6,4-Speed Automatic Transmission,2018-12-18,23000.0
17061.0,SALLDVAF8HA703416,True,HarborBeacon,"Newport, Rhode Island 02840",Land Rover Defender,1991.0,,2.5L Turbodiesel Inline-Four,LT77 5-Speed Manual Gearbox,2019-03-13,22000.0
14162.0,WDBBA4806HA070515,True,choicedealsnc2017,"Raleigh, North Carolina",Mercedes-Benz R107 SL,1987.0,120261.0,5.5L V8,Automatic Transmission,2018-11-19,14000.0
14902.0,WUAPV64B43N904944,True,motorman1,"Boalsburg, Pennsylvania 16827",Audi RS6,2003.0,70000.0,Twin-Turbocharged 4.2L V8,5-Speed Tiptronic Automatic,2018-12-17,13781.0
15601.0,1FABP28T0GF104595,True,racer355,"Huntington Station, New York 11746",,1986.0,2336.0,Turbocharged 2.3L Inline-Four,5-Speed Manual Transmission,2019-01-17,22500.0
20517.0,JN1CZ14S9EX002027,True,starmotors,"Endicott, New York",Nissan 300ZX,1984.0,20000.0,Turbocharged 3.0L V6,5-Speed Manual Transmission,2019-06-29,
18631.0,ZLA831AB000490932,True,cccmanhattan,"New York, New York 10018",Lancia Delta,1989.0,100000.0,Turbo 2.0L I4,5-Speed Gearbox,2019-05-08,28750.0
20521.0,WBAEE310201051014,True,ChristianM6,"Acworth, Georgia 30101",BMW E24 6-Series,1984.0,53000.0,3.5L DOHC Inline-Six,Getrag 5-Speed Transmission,2019-07-03,63500.0
19585.0,WP0AB0912FS121362,True,frantav327,"Waterford, Michigan 48329",Porsche Impact Bumper 911,1985.0,128000.0,3.2-Liter Flat-Six,5-Speed 915 Transaxle,2019-06-06,36500.0
19592.0,9113111235,True,techweenie,"Grosse Pointe, Michigan 48236",Porsche Longhood 911,1973.0,78000.0,Rebuilt 2.4-Liter Flat-Six,5-Speed Manual Transaxle,2019-06-06,68500.0
13756.0,SALLDHM8JF803370,True,starcollector,"Staten Island, New York 10309",,1992.0,47000.0,2.4L Ford Turbodiesel Four,5-Speed Manual Transmission,2018-11-02,34000.0
17255.0,SCBLF34F15CX10612,True,bbgross10,"Lawrence, New York 11559",Bentley Arnage,2005.0,70000.0,6.75L Twin-Turbo V8,Automatic Transmission,2019-03-21,28500.0
13019.0,11603312025076,True,Ryan1,"Wichita, Kansas 67201",,1974.0,106000.0,4.5-Liter M117 V8,3-Speed Automatic Transmission,2018-10-09,8000.0
17987.0,23670,True,Customcraft,"Elkhart, Indiana 46514",,1960.0,30000.0,393cc 2-Stroke Twin,3-Speed Manual Transaxle,2019-04-16,25000.0
19329.0,1G6YV36A165603169,True,gdiraimo,"Cranston, Rhode Island 02921",,2006.0,67000.0,4.6L Northstar V8,5-Speed Automatic Transmission,2019-05-29,18313.0
14114.0,2362098645,True,myjaguar,"Fleetwood, Pennsylvania 19522",Volkswagen Bus,1976.0,111406.0,No Engine Data Found,4-Speed Manual Transmission,2018-11-16,28250.0
14416.0,S811787,False,evang099,"Carleton Place, Ontario, Canada",Jaguar XK140,1955.0,117000.0,MKVII 3.4L Inline-Six,5-Speed Getrag Gearbox,2018-11-28,50250.0
13769.0,2G1FP22P7P2139071,True,performanceautogallery,"Gaithersburg, Maryland",Chevrolet Camaro,1993.0,2302.0,5.7L LT1 V8,4-Speed Automatic,2018-11-05,14500.0
15175.0,WDB12302812094818,True,gus-auto,"Houston, Texas 77057",Mercedes-Benz W123,1980.0,122000.0,No Engine Data Found,4-Speed Automatic Transmission,2018-12-27,7100.0
13153.0,0111119,True,LoonyAuto,"Catalina, Arizona 85738",,1971.0,75000.0,903cc Inline-Four,4-Speed Manual Transmission,2018-10-12,9400.0
18255.0,5TBBT48152S324381,True,ColoDT,"Arvada, Colorado 80005",,2002.0,214000.0,Supercharged 4.7-Liter V8,4-Speed Automatic Transmission,2019-04-25,9700.0
14129.0,WP0AA29961S623157,True,MarcoG,"Phoenix, Arizona 85048",Porsche 996 911,2001.0,65023.0,Replacement 3.4-Liter Flat-Six,6-Speed Manual Transaxle,2018-11-16,22750.0
19848.0,9118211307,True,VCC,"Las Vegas, Nevada 89135",Porsche Impact Bumper 911,1978.0,263000.0,No Engine Data Found,,2019-06-14,37000.0
13987.0,2212057092,True,fjcrusa,"San Francisco, California 94112",Volkswagen Bus,1971.0,120000.0,1.6-Liter Flat-Four,4-Speed Manual Gearbox,2018-11-13,18500.0
20885.0,136677B166274,True,shahshauhin,"San Diego, California 92117",,1967.0,122000.0,396ci V8,4-Speed Manual Transmission,2019-07-15,25875.0
20669.0,WBABB2307LEC23220,True,basang,"Orlando, Florida 32804",BMW E30,1990.0,33000.0,4.4L M62 V8,6-Speed Manual Transmission,2019-07-08,7350.0
20238.0,7FC83803L,True,bmohrelzeki,"Montreal, Quebec, Canada",Triumph Spitfire,1967.0,107000.0,"1,147cc Inline-Four",Four-Speed Manual Transmission,2019-06-25,3750.0
12867.0,WBSBG9328TEY73503,True,bill930p,"Miami, Florida 33186",BMW E36 M3,1996.0,127000.0,3.2-Liter S52 Inline-Six,5-Speed Manual Transmission,2018-10-03,11800.0
14182.0,JT2AW15C8H0115347,True,cwcars,"Glenmont, New York 12077",Toyota AW11 MR2,1987.0,70000.0,1.6L 4AGE Inline-Four,5-Speed Manual Transmission,2018-11-20,5100.0
19333.0,WDBBA48D6JA087739,True,ParkPlaceLTD,"Bellevue, Washington 98005",Mercedes-Benz R107 SL,1988.0,57000.0,5.6L V8,Automatic Transmission,2019-05-29,31300.0
15885.0,JN1RZ26A8LX007771,True,TheFatDaddy66,"Sacramento, California 95831",Nissan 300ZX,1990.0,20000.0,3.0-Liter V6,5-Speed Manual Gearbox,2019-01-29,18000.0
16611.0,XP29L72200423,True,carsgoneby,"Vulcan, Alberta, Canada",,1967.0,154000.0,No Engine Data Found,3-Speed 727 Automatic Transmission with Floor Shift,2019-02-26,31750.0
16510.0,3023934,True,bikerboy,"Greenville, South Carolina 29609",Alfa Romeo 105/115 Series Coupe,1974.0,130000.0,2.0L Twin-Cam Four,5-Speed Manual Transmission,2019-02-21,24500.0
20045.0,014300,True,toddmanoff,"Santa Cruz, California 95060",,1959.0,53000.0,Air-cooled 499cc 2-Cylinder,4-Speed Manual Transaxle,2019-06-20,20500.0
14205.0,4USCJ3328VLC00149,True,ccollc,"Addison, Illinois 60101",,1997.0,37000.0,2.8L Inline-Six,5-Speed Manual Transmission,2018-11-20,9700.0
17980.0,1FACP44EXPF161474,True,CPRT,"Ulster Park, New York 12487",Ford Fox-Body Mustang,1993.0,43000.0,5.0-Liter V8,5-Speed Manual Transmission,2019-04-16,11222.0
19491.0,WBSCD9329WEE09611,True,troylongstroth,"Redmond, Oregon 97756",BMW E36 M3,1998.0,49000.0,3.2-Liter S52 Inline-Six,5-Speed Manual Transmission,2019-06-04,13750.0
18711.0,SALLDHMV2AA206566,True,ruggedluxury,"Alpharetta, Georgia 30009",Land Rover Defender,1985.0,158000.0,3.5-Liter V8,4-Speed Manual Gearbox,2019-05-10,28000.0
17542.0,JM1FD3313P0208257,True,jziesel,"Charlotte, North Carolina",Mazda RX-7 FD,1993.0,173000.0,Twin-Turbocharged 1.3L Rotary,4-Speed Automatic Transmission,2019-04-01,14252.0
19338.0,WP0AA29983S622174,True,rmfarrow,"Tucson, Arizona 85755",Porsche 996 911,2003.0,109000.0,3.6L Flat-Six,6-Speed Manual Transaxle,2019-05-29,31000.0
13161.0,ZFFBV55A340135182,True,wssimon1,"Newport Beach, California 92663",Ferrari 575M,2004.0,43774.0,5.7-Liter Quad-Cam V12,6-Speed F1 Electrohydraulic Transaxle,2018-10-15,108000.0
14181.0,HLS30-82343,True,RWAuto,"Snohomish, Washington 98290",Datsun 240Z,1972.0,71725.0,2.4-Liter L24 Inline-Six,4-Speed Manual Gearbox,2018-11-20,40000.0
16309.0,CE147S194115,True,jaimeb,"Las Vegas, Nevada 89117",Chevrolet Pickup,1967.0,157000.0,283ci V8,4-Speed Manual Transmission,2019-02-13,14250.0
15655.0,JHMAP1146YT001265,True,calmania,"San Francisco, California 94112",Honda S2000,2000.0,45000.0,2.0L F20C Inline-Four,6-Speed Manual Transmission,2019-01-18,16500.0
16987.0,YS3AT35L6F1022502,True,consignmentgarage,"Houston, Texas 77098",Saab 900,1985.0,436000.0,Turbocharged 2.0-Liter 16V Four,5-Speed Manual Transmission,2019-03-11,3100.0
14783.0,JT3FJ60G3F1131955,True,rickaber,"Missoula, Montana 59802",Toyota Land Cruiser FJ60 & FJ62,1985.0,146000.0,4.2L Inline-Six,4-Speed Manual,2018-12-12,22000.0
19123.0,1R10135,True,KKR,"Redding, California 96003",Jaguar XKE Series II & Series III,1969.0,83000.0,4.2L DOHC Inline-Six,4-Speed Manual Transmission,2019-05-23,48000.0
20690.0,JT2AW15J3J0134473,True,djdrock,"Shelbyville, Indiana 46176",Toyota AW11 MR2,1988.0,57000.0,1.6-Liter 4A-GE Inline-Four,Five-Speed Manual Gearbox,2019-07-08,16500.0
18339.0,WBADN5347YGC95342,True,M_Cognoscente,"Lake Zurich, Illinois 60047",BMW 5-Series,2000.0,120000.0,4.4-Liter V8,6-Speed Manual Transmission,2019-04-29,16250.0
16247.0,9112101570,True,torakki,"Fairfield, California 94533",Porsche Longhood 911,1972.0,1770.0,Original 2.4L Flat-Six,5-Speed Manual Transaxle,2019-02-12,67000.0
16515.0,GCZ32-507838,True,InboundMotorsports,"West New York, New Jersey",Nissan 300ZX,1990.0,14000.0,Twin-Turbocharged 3.0L V6,5-Speed Manual Transmission,2019-02-21,27750.0
18267.0,1G1YY2256T5600,True,corvettebutch,"Baltimore, Ohio 43105",Chevrolet Corvette C4,,11000.0,5.7-Liter LT4 V8,6-Speed Manual Transmission,2019-04-25,32000.0
20234.0,SAJDA15B3YMF18272,True,QCMotorsports,"Grand Island, New York 14072",Jaguar XJ,2000.0,128000.0,Supercharged 4.0L V8,5-Speed Automatic Transmission,2019-06-25,9999.0
16986.0,SALLDVAF7HA704712,True,rovermog4,"Mount Washington, Kentucky 40047",Land Rover Defender,1991.0,246000.0,2.5-Liter 200TDi Turbodiesel Inline-Four,LT77 5-Speed Manual Gearbox,2019-03-11,33750.0
19770.0,S835138,True,romeolimac,"Gatineau, Quebec, Canada",Jaguar XK150,1958.0,16898.0,3.4-Liter DOHC Inline-Six,5-Speed Manual Gearbox,2019-06-12,35000.0
20487.0,2780517,True,Ripton,"Clinton, Connecticut 06413",BMW 2002,1974.0,4345.0,Replacement Fuel-Injected 2.0L Inline-Four,4-Speed Manual Transmission,2019-07-02,12250.0
17198.0,WAURV78T79A030360,True,CorvetteMike,"Anaheim, California 92807",,2009.0,69000.0,4.2-Liter FSI V8,6-Speed Manual Transmission,2019-03-19,18750.0
13673.0,CA870265,True,CaptainStevie,"Fort Myers, Florida 33912",,,11000.0,302ci V8,Getrag 5-Speed Manual Gearbox,2018-10-31,75000.0
13826.0,JT3FJ60G0D0061916,True,suncowboy,"Katy, Texas 77494",Toyota Land Cruiser FJ60 & FJ62,1983.0,214000.0,4.2-Liter 2F Inline-Six,4-Speed Manual Gearbox,2018-11-07,30275.0
15548.0,6L67S6Q191949,True,szlaughlin,"Virginia Beach, Virginia 23451",Cadillac Eldorado,1976.0,105250.0,500ci V8,3-Speed Automatic Transmission,2019-01-15,7200.0
17466.0,SCBZR03B5KCX27746,True,srositano,"Morgan Hill, California 95037",,1989.0,96077.0,Turbocharged 6.75L V8,GM 3-Speed Automatic Transmission,2019-03-28,14800.0
15540.0,2817353,True,LoneRanger62,"Melbourne, Florida 32904",Fiat 500,1971.0,37000.0,Air-Cooled 499cc Twin,4-Speed Manual Transmission,2019-01-15,8000.0
14831.0,JA3BN74K9PY039601,True,allthingsporschesinc,"North Miami Beach, Florida 33160",,1993.0,12000.0,Twin-Turbocharged 3.0-Liter V6,5-Speed Manual,2018-12-13,22300.0
19490.0,5TEHN72N33Z238399,True,Brushcreek,"Prosper, Texas 75078",Toyota Pickup,2003.0,168000.0,3.4L 5VZ-FE V6,4-Speed Automatic Transmission,2019-06-04,14500.0
15591.0,5TEPM62N32Z036072,True,Tnedo1,"Pen Argyl, Pennsylvania 18072",Toyota Pickup,2002.0,156000.0,2.7L 3RZ-FE Inline-Four,5-Speed Manual Transmission,2019-01-16,9900.0
14877.0,FJ40930593,True,transamflorida,"Miami, Florida 33186",Toyota Land Cruiser FJ40,1981.0,46000.0,4.2L 2F Straight-Six,4-Speed Manual Transmission,2018-12-14,18000.0
15565.0,GCD1/4610G,True,Fletch46,"Gilberts, Illinois 60136",,1969.0,22000.0,3.3L Inline-Six,4-Speed Manual Gearbox,2019-01-16,43251.0
15002.0,11603612004268,True,wcclassics,"Torrance, California 90501",,1978.0,159000.0,6.9L M100 V8,3-Speed Automatic Transmission,2018-12-19,14250.0
13096.0,2W87K9L168819,True,jt911turbo,"Colorado Springs, Colorado 80905",Pontiac Firebird,1979.0,53912.0,403ci V8,TH350 3-speed Automatic Transmission,2018-10-11,22000.0
16889.0,JT8UZ30C3S0048953,True,gman314,"Saint Paul, Minnesota 55122",,1995.0,135000.0,4.0L V8,4-Speed Automatic Transmission,2019-03-07,10450.0
14396.0,JA3CX56U8MZ012946,True,kmschram0,"Milwaukee, Wisconsin 53219",,1991.0,135000.0,Modified 2.0L 4G63T Inline-Four,Rebuilt 5-Speed Manual Transmission,2018-11-27,10250.0
14153.0,JM1FB3324F0896380,True,Drwb,"Glendale, California 91203",Mazda RX-7 FB,1985.0,53000.0,1.3L 13B Rotary,5-Speed Manual Transmission,2018-11-19,22250.0
18639.0,WDBBA48D3GA049460,True,JupiterCarGuy,"West Palm Beach, Florida 33405",Mercedes-Benz R107 SL,1986.0,96000.0,5.5L V8,4-Speed Automatic Transmission,2019-05-08,14250.0
20132.0,WBAEV534X4KM07236,True,EclipsedEvo,"Playa Del Rey, California 90293",BMW 3-Series,2004.0,212000.0,3.0-Liter Inline-Six,6-Speed Manual Transmission,2019-06-21,12000.0
19739.0,5GRGN23818H102190,True,aleccartio,"Huntington Beach, California",,2008.0,210000.0,6.2L V8,6-Speed Automatic Transmission,2019-06-11,17000.0
19451.0,WB10468078ZS70035,True,dominator,"Burbank, California 91506",,2008.0,6920.0,"1,170cc Overhead Cam Boxer Twin",6-Speed Transmission,2019-06-03,16500.0
14757.0,1N6HD16Y6PC4411726,True,Spooky,"Henderson, Nevada 89052",,1993.0,165000.0,3.0-Liter V6,5-Speed Manual Transmission,2018-12-11,11300.0
13507.0,98RC327153,True,bgbarnums,"Woodburn, Kentucky 42170",,1950.0,141000.0,239ci Flathead V8,3-Speed Manual Gearbox,2018-10-25,17250.0
16929.0,JM1NB353630313076,True,tventas,"Boca Raton, Florida 33487",Mazda Miata,,45235.0,1.8L Inline-Four,6-Speed Manual Transmission,2019-03-08,8300.0
16558.0,GAN5UD136414G,True,hawkgt6,"North Plains, Oregon 97133",MG Midget,1973.0,45000.0,"1,275cc Inline-Four",4-Speed Manual Transmission,2019-02-22,4100.0
14063.0,WP0JB0931GS050366,True,dkomarov,"Los Angeles, California 90021",Porsche 930 Turbo,1986.0,,Turbocharged 3.3-Liter Flat-Six,4-Speed Manual Transaxle W/Lsd,2018-11-15,75500.0
14907.0,015063,True,yveslucmontreal,"Montreal, Quebec, Canada",,1959.0,28000.0,Air-Cooled 400cc Twin,4-Speed Manual Gearbox,2018-12-17,29500.0
18726.0,116813666,True,Porschephileincalifornia,"Newport Beach, California 92660",Volkswagen Beetle,1966.0,3000.0,Rebuilt 1.6L Flat-Four,Rebuilt 4-Speed Manual Transaxle,2019-05-10,7800.0
17931.0,WDCYR71E86X166949,True,mikevf430,"Cliffside Park, New Jersey 07010",Mercedes-Benz Gelandewagen,2006.0,6000.0,Supercharged 5.4L V8,5-Speed Automatic Transmission,2019-04-15,63000.0
13905.0,CS134TZ56867,True,Sportscarclassics,"Manheim, Pennsylvania 17545",Chevrolet Pickup,1970.0,122000.0,454ci V8,3-Speed Automatic Transmission,2018-11-09,11100.0
15132.0,WP0CA29995S755604,True,ABT,"Los Alamitos, California",Porsche 997 911,2005.0,182346.0,3.6L Flat-Six,6-Speed Manual Transaxle,2018-12-26,23500.0
18189.0,WPOEB0912HS160330,True,CPCrabtree,"Muncie, Indiana 47303",Porsche Impact Bumper 911,1987.0,75000.0,3.2L Flat-Six,5-Speed G50 Manual Transaxle,2019-04-23,48250.0
18605.0,46023317040347,True,ACansler,"Saint Robert, Missouri 65584",Mercedes-Benz Gelandewagen,1985.0,55000.0,2.8L Straight-Six,4-Speed Automatic Transmission,2019-05-07,16500.0
15452.0,5F07C614544,True,jcola35,"Fair Oaks, California 95628",Ford Mustang 1964.5-1966,1965.0,32000.0,289ci V8,3-Speed C4 Automatic Transmission,2019-01-10,20125.0
16790.0,1FACP42D8PF154579,True,Marksil007,"Derry, New Hampshire 03038",Ford Fox-Body Mustang,1993.0,16000.0,302ci Windsor V8,T5 5-Speed Manual Gearbox,2019-03-04,40000.0
13820.0,WDCYR49E94X155636,True,ashkonb,"Concord, California 94520",Mercedes-Benz Gelandewagen,2004.0,,5.0-Liter V8,5-Speed Automatic Transmission,2018-11-06,30250.0
14691.0,FFR150,True,Hushpuppy55,"Bowling Green, Kentucky 42103",,,1609.0,2.0L EJ205 Flat-Four,5-Speed Manual Transaxle,2018-12-10,15000.0
15675.0,F5R1006413RD,True,carz,"Salina, Kansas 67401",,,1337.0,5.0-Liter Ford V8,Tremec 5-Speed Manual Gearbox,2019-01-21,47000.0
15794.0,CCZ144F376106,True,SLGGR,"Topeka, Kansas 66614",,1974.0,88000.0,454ci V8,Automatic Transmission,2019-01-24,7000.0
16922.0,WBSNB93526B583012,True,dharshan,"Scarsdale, New York 10583",BMW E60 M5,2006.0,40000.0,5.0-Liter S85 V10,7-Speed SMG-III Transmission,2019-03-08,27000.0
14643.0,UG2W52298BW,True,naccer,"Atlanta, Georgia 30306",Jaguar XJS,1976.0,135000.0,5.3-Liter V12,3-Speed Automatic Gearbox,2018-12-06,4100.0
19132.0,8T01T115027,True,john.l.marcantonio,"Melville, New York 11747",Ford Mustang 1967-1968,1968.0,61000.0,No Engine Data Found,C4 3-Speed Automatic Transmission,2019-05-23,10550.0
